song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Feast of the Damned,42,171813,1.02E-06,0.327,0.991,0.936,1,0.445,-4.264,1,0.0653,102.052,4,0.303
Collapse,49,280683,5.88E-06,0.299,0.987,1.10E-05,1,0.107,-2.225,0,0.164,200.053,3,0.336
Human Carrying Capacity,46,197879,1.37E-05,0.323,0.915,0.335,6,0.364,-3.179,1,0.0992,147.233,4,0.411
Nurv,35,104480,2.58E-06,0.298,0.996,0.663,10,0.346,-4.393,0,0.157,90.934,4,0.0982
Neuroprison,38,124026,9.53E-06,0.349,0.889,0.922,7,0.286,-4.93,1,0.136,81.539,4,0.297
Necessary Death,40,173723,5.94E-06,0.172,0.952,0.392,0,0.432,-4.052,1,0.0635,143.449,4,0.184
Heathen Heart,38,222484,0.00013,0.338,0.99,0.761,1,0.0977,-3.618,1,0.162,185.428,4,0.277
Brotherhood,38,143493,0.000266,0.331,0.904,0.0672,1,0.426,-3.652,1,0.108,125.039,4,0.246
Feathers & Lips,32,150866,7.73E-06,0.319,0.997,0.571,5,0.335,-6.056,0,0.145,140.968,4,0.0595
Sons of Satan,37,174642,0.000137,0.155,0.989,0.00302,8,0.595,-3.852,1,0.131,155.724,4,0.111
Chance,36,153661,0.000359,0.363,0.909,1.11E-05,11,0.773,-6.291,1,0.3,153.496,4,0.397
The Submissive,36,188370,1.40E-06,0.421,0.992,0.781,7,0.163,-4.418,1,0.0861,120.013,1,0.232
Decompose,42,147000,3.41E-06,0.449,0.968,0.00172,9,0.195,-4.507,0,0.0861,174.148,4,0.698
Become a Machine,44,192436,4.98E-05,0.303,0.987,0.144,6,0.253,-3.136,1,0.169,147.463,4,0.272
One with You,36,149160,1.30E-05,0.243,0.941,0.000101,10,0.183,-6.758,0,0.178,78.034,4,0.478
Reptilian,41,273334,3.88E-05,0.365,0.861,0.823,7,0.0881,-6.052,1,0.0454,143.156,3,0.038
All Hail the Void,36,216455,3.34E-05,0.257,0.986,0.00282,2,0.0945,-5.647,1,0.201,90.01,4,0.254
Burn Your World,36,235966,3.61E-06,0.361,0.95,0.00366,8,0.253,-3.862,1,0.06,148.034,4,0.187
From Out of Nowhere,36,139293,4.17E-06,0.321,0.929,0.925,2,0.181,-4.367,1,0.0584,96.25,3,0.309
Invidious,41,258245,0.000118,0.301,0.981,4.08E-06,9,0.0629,-4.121,1,0.175,134.922,4,0.129
Born Strong - feat. Candace (Walls of Jericho),30,133013,0.000879,0.599,0.943,0,2,0.252,-6.094,1,0.0655,147.947,4,0.84
Deadweight,36,172826,4.52E-06,0.215,0.987,0.0792,7,0.103,-2.589,1,0.248,152.782,4,0.141
Moaner,35,189714,8.82E-05,0.504,0.922,0,1,0.344,-3.482,1,0.14,169.963,4,0.327
At War with Love,41,213533,1.27E-05,0.302,0.943,0.000761,0,0.0435,-2.483,1,0.0739,134.946,3,0.161
Scorched Earth,35,103873,0.00114,0.0855,0.951,0.00136,7,0.87,-4.064,0,0.0664,190.203,4,0.227
People Change,33,154898,4.86E-05,0.252,0.968,0.0938,7,0.334,-4.888,1,0.125,121.348,4,0.15
Headwound,34,176853,2.75E-05,0.256,0.994,0.636,8,0.316,-3.91,1,0.118,167.092,4,0.14
Silvera,41,212653,3.19E-06,0.333,0.959,0.0563,2,0.299,-4.348,1,0.072,137.052,4,0.242
Beacon of Faith,34,140946,2.42E-06,0.0874,0.963,0.685,1,0.265,-4.255,1,0.142,195.914,4,0.205
Absent Ones,35,179181,0.0139,0.473,0.91,0.079,0,0.153,-4.158,1,0.0907,110.036,4,0.434
Shokka,37,141986,0.000478,0.291,0.959,2.99E-06,1,0.261,-2.337,1,0.183,144.544,4,0.341
Attrition,33,96630,1.95E-06,0.337,0.924,0.882,6,0.389,-3.754,1,0.0719,109.954,4,0.237
Deliver Me,0,253839,7.77E-05,0.29,0.868,5.15E-06,1,0.408,-4.392,1,0.0773,90.889,4,0.193
Betrayed by Light,36,232164,0.000644,0.123,0.856,0.926,8,0.379,-6.114,0,0.208,147.916,4,0.0346
Blood Will Have Blood,48,145157,3.87E-05,0.253,0.98,0.000132,2,0.439,-4.088,1,0.17,139.635,4,0.176
Hammer of the Witch,38,202215,1.05E-05,0.405,0.994,0.000986,4,0.0487,-3.932,0,0.259,197.952,4,0.289
Luster Pendulums,36,160293,1.37E-06,0.304,0.991,0.909,0,0.29,-4.054,1,0.115,86.948,4,0.0393
Speechless / Deaf,35,208081,2.09E-05,0.198,0.995,1.11E-06,10,0.357,-1.626,0,0.141,170.02,4,0.331
Preachers of Death,45,295560,7.42E-06,0.364,0.962,0.157,2,0.611,-5.239,1,0.0499,103.589,4,0.256
Subjected to a Beating,47,293386,0.000254,0.231,0.983,0.059,8,0.506,-5.199,1,0.0977,161.044,4,0.336
The Rise of Hannibal,27,290425,1.87E-05,0.459,0.981,0.0208,6,0.502,-4.391,1,0.132,85.006,4,0.234
Born in Dissonance,21,274586,4.10E-06,0.264,0.986,0.00624,11,0.0535,-5.059,1,0.102,106.161,4,0.223
Left Behind,61,241466,7.03E-05,0.229,0.994,0.00548,6,0.318,-3.431,1,0.22,156.623,4,0.115
Redneck Stomp,49,212840,0.000256,0.245,0.861,0.871,2,0.216,-8.728,1,0.0415,91.056,4,0.483
To The Threshold,49,169319,0.000408,0.56,0.985,0.015,8,0.11,-3.711,1,0.109,144.968,4,0.419
Collapse,53,252468,2.02E-05,0.373,0.97,0.668,1,0.446,-4.905,1,0.181,153.786,4,0.277
Dangerous Woman,80,235946,0.0529,0.662,0.602,0,4,0.356,-5.369,0,0.0401,133.969,3,0.29
"Jumpin', Jumpin'",72,230200,0.00543,0.771,0.685,0.00157,1,0.0537,-4.639,1,0.0567,88.997,4,0.683
Firework,74,227880,0.139,0.638,0.826,0,8,0.0803,-4.968,1,0.0479,124.072,4,0.649
Boyfriend,65,171333,0.0358,0.717,0.55,0.00196,10,0.126,-6.019,0,0.0521,96.976,4,0.332
Anaconda,66,260240,0.0668,0.964,0.605,7.78E-06,9,0.214,-6.223,1,0.179,129.994,4,0.646
Treat You Better,21,187973,0.128,0.448,0.817,0,10,0.105,-4.069,0,0.386,83.015,4,0.709
Worth It,78,224573,0.063,0.884,0.765,7.04E-06,8,0.118,-3.865,1,0.0882,99.987,4,0.594
Gone,53,292000,0.43,0.704,0.409,0,11,0.109,-8.581,0,0.0597,113.863,4,0.495
Me Too,40,181240,0.0963,0.934,0.694,1.21E-06,11,0.479,-5.849,0,0.1,123.822,4,0.835
Poison,67,261853,0.00216,0.829,0.573,0.00432,6,0.612,-10.316,0,0.224,111.848,4,0.803
Everybody (Backstreet's Back) - Extended Version,61,287293,0.00602,0.792,0.811,0.000155,10,0.224,-5.198,0,0.0367,108.054,4,0.509
Confident,75,205745,0.00182,0.606,0.763,0.000159,10,0.116,-6.197,0,0.0669,130.018,4,0.309
Love Myself,76,218773,0.0026,0.617,0.759,0,0,0.419,-6.785,0,0.0677,122.925,4,0.324
Perfect,73,230333,0.0598,0.647,0.823,0,2,0.119,-5.231,1,0.0762,99.933,4,0.396
No Scrubs,81,214400,0.0251,0.743,0.675,0.000717,8,0.0685,-4.267,0,0.0953,92.909,4,0.59
Love You Like A Love Song,73,188453,0.0761,0.858,0.678,0,1,0.0741,-3.87,0,0.0469,117.009,4,0.922
S.O.S.,58,153346,0.000628,0.598,0.685,0,7,0.149,-3.873,1,0.0679,137.035,4,0.712
Bye Bye Bye,73,200400,0.031,0.61,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861
On My Mind,65,213445,0.258,0.702,0.705,5.93E-06,0,0.0879,-6.666,1,0.0543,154.911,4,0.743
See You Again - Rock Mafia Remix,29,196093,0.00686,0.676,0.959,1.36E-05,9,0.123,-5.344,0,0.0613,138.986,4,0.806
BBoom BBoom,77,208863,0.0149,0.785,0.744,0.00666,3,0.0661,-4.249,0,0.0369,126.018,4,0.833
Siren,76,199133,0.0142,0.61,0.905,0,9,0.0592,-3.686,0,0.0369,122.012,4,0.521
One More Night (feat. VINXEN),42,202445,0.242,0.563,0.705,0,4,0.181,-3.895,0,0.0526,109.952,4,0.515
DDU-DU DDU-DU,84,209355,0.0323,0.671,0.859,0,4,0.267,-3.922,0,0.0833,139.931,4,0.389
BAAM,78,208474,0.115,0.725,0.94,0.00431,5,0.0864,-2.32,0,0.0435,127.051,4,0.905
Sunday Drive,61,195669,0.165,0.699,0.88,0,7,0.292,-3.148,1,0.0446,112.013,4,0.88
I Am the Best (내가 제일 잘 나가),6,210733,0.00772,0.821,0.847,0.0032,0,0.0482,-3.721,1,0.0387,127.986,4,0.712
Airplane mode,58,183723,0.0485,0.606,0.911,0,1,0.334,-3.601,0,0.129,113.933,4,0.742
Illusion,51,227779,0.165,0.77,0.599,1.88E-05,5,0.0796,-5.435,1,0.0478,100.094,4,0.386
LOVE BOMB,63,199966,0.126,0.627,0.932,0,6,0.351,-1.891,0,0.162,154.045,4,0.85
Gift,40,187636,0.366,0.712,0.867,0,1,0.0946,-3.681,0,0.0862,99.95,4,0.597
Into You,65,186531,0.223,0.672,0.805,0,0,0.329,-4.291,1,0.0529,93.94,4,0.689
BANG BANG BANG,5,220238,0.0192,0.694,0.832,0,5,0.355,-3.038,0,0.0598,135.011,4,0.424
Up & Down,53,189883,0.002,0.713,0.827,1.36E-06,7,0.229,-2.666,1,0.0353,112.011,4,0.379
Lil’ Touch,77,189846,0.0114,0.791,0.789,0,11,0.301,-4.694,0,0.104,112.11,4,0.669
DDD,65,205821,0.0806,0.718,0.794,0,11,0.0679,-2.877,0,0.0703,114.285,4,0.751
SKATEBOARD,52,184133,0.0156,0.694,0.856,6.97E-06,3,0.338,-4.125,0,0.195,90.001,4,0.779
Bad Boy,76,210817,0.191,0.714,0.736,0,2,0.0553,-3.801,1,0.0457,149.985,4,0.814
Lullaby,75,217486,0.015,0.727,0.888,0,0,0.113,-2.756,1,0.0881,129.993,4,0.726
GOOD BOY,4,245192,0.000875,0.745,0.825,0.000218,1,0.0828,-3.162,0,0.0352,95.001,4,0.242
피 땀 눈물,50,217051,0.0244,0.583,0.885,0,0,0.357,-3.571,0,0.106,92.959,4,0.601
Twilight,49,212712,0.246,0.678,0.89,0,7,0.321,-1.947,0,0.117,125.018,4,0.509
MIC Drop (feat. Desiigner) [Steve Aoki Remix],75,238726,0.0157,0.613,0.842,0,10,0.23,-4.332,0,0.219,169.917,4,0.645
LATATA,74,202772,0.00427,0.774,0.792,1.15E-06,9,0.283,-4.019,0,0.224,98.1,4,0.505
Lo Siento,68,226183,0.0705,0.746,0.738,0,9,0.043,-3.67,1,0.207,94.808,4,0.63
Power Up,76,202040,0.0774,0.732,0.934,0.00745,8,0.306,-4.618,1,0.144,159.998,4,0.898
Time,48,183931,0.126,0.693,0.959,0.000312,6,0.26,-2.756,1,0.29,128.157,4,0.569
CALL ME BABY,5,211013,0.284,0.692,0.886,0,1,0.341,-2.519,1,0.0519,100.03,4,0.879
Lip & Hip,67,209746,0.00117,0.742,0.847,8.49E-06,11,0.142,-2.763,0,0.0485,112.95,4,0.516
All Night Long,64,216205,0.293,0.766,0.942,0.000234,7,0.332,-2.452,1,0.0499,109.954,4,0.608
빨간 맛 Red Flavor,72,191139,0.0409,0.709,0.917,0,9,0.0839,-3.315,1,0.189,125.042,4,0.515
Pick Me,18,226874,0.00419,0.686,0.885,0.000265,9,0.19,-4.828,1,0.0868,127.957,4,0.604
FAKE LOVE,81,242333,0.00267,0.557,0.719,0,2,0.306,-4.515,0,0.0372,77.501,4,0.344
BAE,60,206566,0.0125,0.735,0.92,0,8,0.159,-1.461,1,0.0754,117.959,4,0.793
Ko Ko Bop,72,190422,0.0319,0.749,0.85,4.81E-05,0,0.0678,-4.346,1,0.0468,145.983,4,0.672
DNA,77,223122,0.022,0.598,0.775,0,1,0.0677,-4.035,0,0.0545,129.819,4,0.687
Baby Don’t Stop,69,183019,0.0214,0.827,0.739,4.13E-06,8,0.043,-6.391,1,0.0744,95.999,4,0.352
Right Here,56,201676,0.0326,0.558,0.942,0,0,0.326,-3.541,1,0.087,118.93,4,0.801
MARATHON,42,184721,0.0842,0.723,0.583,0.0359,5,0.138,-7.039,0,0.0477,127.946,4,0.493
I'm so sick,67,199402,0.128,0.594,0.81,0,6,0.0324,-2.083,0,0.0531,123.752,4,0.777
CLAP,68,167797,0.141,0.722,0.918,0,8,0.409,-2.952,1,0.0607,100.024,4,0.831
Ah Yeah,58,199642,0.0483,0.762,0.939,0,11,0.0719,-2.688,0,0.054,117.986,4,0.428
Hi High,66,196863,0.0363,0.67,0.916,5.35E-06,9,0.221,-2.261,0,0.0751,97.004,4,0.531
PICK ME,64,279423,0.0218,0.649,0.862,0,6,0.066,-3.903,1,0.0487,128.051,4,0.594
Heroine,68,195000,0.0599,0.671,0.782,1.90E-06,7,0.393,-3.912,1,0.0402,121.987,4,0.582
花요일 Blooming Day,66,199845,0.00511,0.735,0.736,0,4,0.165,-3.266,0,0.277,117.975,4,0.813
My Pace,74,189325,0.0569,0.682,0.831,0,11,0.0927,-4.234,0,0.253,155.12,4,0.785
RUM DEE DEE,49,176861,0.0638,0.86,0.804,0,1,0.109,-3.769,0,0.0678,104.963,4,0.423
Lady,60,190501,0.0337,0.705,0.952,0,1,0.382,-2.896,0,0.0489,107.001,4,0.633
"1, 2, 3!",67,205304,0.00396,0.687,0.805,2.09E-06,6,0.12,-4.668,1,0.0403,142.038,4,0.712
Unwind With Me,21,225396,0.238,0.264,0.622,4.54E-05,4,0.108,-7.586,1,0.0434,175.888,4,0.365
Older,58,207192,0.366,0.746,0.765,0.00156,3,0.0799,-5.487,1,0.054,154.971,5,0.972
Lie Lie Lie,53,149461,0.287,0.815,0.468,6.19E-05,10,0.071,-7.011,1,0.0596,109.101,4,0.563
After the Moment,61,240608,0.0263,0.609,0.874,4.99E-05,9,0.328,-3.889,1,0.0293,112.011,4,0.744
Ruin Your Night,9,188410,0.391,0.715,0.52,0,9,0.0797,-6.933,1,0.0265,108.991,4,0.769
All The Same,49,198383,0.299,0.652,0.803,0.002,1,0.0739,-6.36,1,0.0383,118.038,4,0.601
Oh Honey,43,210240,0.135,0.476,0.596,7.01E-06,6,0.062,-7.334,0,0.0385,178.303,4,0.521
French Press,56,326807,0.0412,0.397,0.915,0.0641,2,0.348,-5.573,1,0.0539,81.044,4,0.719
Moon Child,52,279840,0.0568,0.606,0.713,0.00262,9,0.0814,-5.987,1,0.0314,120.016,4,0.549
Virginia,45,185251,0.502,0.375,0.71,1.66E-06,7,0.0916,-5.658,1,0.0522,110.857,4,0.523
The Joke - Bayonne Remix,41,267111,0.583,0.607,0.886,0.946,5,0.0894,-5.395,1,0.0289,140.029,4,0.806
My Decision - Edit,50,238099,0.0406,0.59,0.731,0.121,7,0.182,-6.723,1,0.0296,146.946,4,0.715
Rawnald Gregory Erickson the Second,64,173693,0.229,0.9,0.538,0.843,7,0.287,-7.879,1,0.0343,95.508,4,0.713
Doubt,46,230856,0.0147,0.515,0.739,0.211,2,0.094,-6.526,1,0.0371,162.02,4,0.609
Panopticon,45,203244,0.000814,0.568,0.651,0.000112,5,0.0774,-7.094,0,0.0394,89.98,4,0.881
On The 5,54,179840,0.666,0.556,0.602,5.94E-05,11,0.104,-5.757,0,0.0299,119.919,4,0.402
Incomplete,54,220016,0.124,0.432,0.47,0.152,1,0.0914,-8.901,1,0.0477,98,3,0.325
Shaky Ground,59,192893,0.54,0.721,0.507,3.94E-06,9,0.114,-7.439,1,0.028,116.05,4,0.43
No Going Back,36,208200,0.0114,0.714,0.713,0.0183,2,0.0608,-5.52,0,0.027,93.006,4,0.9
Too Much Time Together,59,169996,0.263,0.563,0.841,0.000258,2,0.0751,-5.35,1,0.0519,154.876,4,0.954
Metrotech,45,212962,0.115,0.869,0.586,0.0892,9,0.11,-6.197,1,0.0408,119.47,4,0.888
Let Go,53,180479,0.125,0.81,0.344,0.269,0,0.0723,-8.963,0,0.0326,102.004,4,0.827
Happy Day,43,162027,0.0269,0.571,0.913,0.00134,8,0.0993,-5.613,1,0.0661,120.015,4,0.605
Matinee,46,221920,0.0443,0.586,0.818,0.0021,5,0.233,-5.566,1,0.0283,110.997,4,0.359
Secret Preference,44,216185,0.0441,0.717,0.6,0.00062,0,0.0652,-5.227,1,0.0312,104.991,4,0.854
Unwind,48,201178,0.815,0.737,0.56,0.00164,9,0.125,-8.281,0,0.127,80.006,4,0.812
Jessica WJ,54,197840,0.0872,0.716,0.745,0,5,0.127,-4.748,1,0.0433,89.006,4,0.507
Cry On Me,7,234923,0.0654,0.924,0.415,5.94E-05,1,0.0222,-8.573,1,0.0804,113.778,4,0.905
Stars,55,233686,0.000864,0.388,0.842,0.00295,9,0.322,-3.651,0,0.0278,88.335,4,0.475
Just Tell Me,9,162344,0.24,0.639,0.628,7.75E-06,9,0.121,-5.585,1,0.0241,94.011,4,0.548
Drag,60,189651,0.227,0.537,0.713,0.65,7,0.1,-6.25,1,0.0272,93.198,4,0.367
Expectations,48,162613,0.00407,0.694,0.603,0.0308,1,0.116,-8.19,1,0.0523,170.028,4,0.654
Sometimes,68,196600,0.0197,0.639,0.699,0,9,0.0726,-6.736,1,0.0303,150.007,4,0.96
baseball,59,198106,0.0034,0.602,0.915,0,9,0.0967,-3.62,1,0.0541,111.512,4,0.581
Close Call,43,207000,0.102,0.691,0.838,0.743,6,0.197,-6.665,0,0.0421,117.504,4,0.568
Bee-Sting,63,214432,0.0457,0.65,0.866,0,11,0.0682,-3.713,1,0.0343,115.001,4,0.717
I Can't Stand It,26,177656,0.01,0.559,0.821,0,9,0.0662,-5.512,1,0.0779,150.028,4,0.912
Needle and Thread,50,182704,0.367,0.621,0.555,8.28E-06,5,0.188,-8.12,1,0.0305,81.464,4,0.66
Oh No,5,164834,0.315,0.558,0.884,0.00633,1,0.13,-3.836,1,0.0319,139.476,4,0.653
Uh Huh,61,142443,0.0188,0.584,0.81,0,11,0.313,-3.092,1,0.0406,119.859,4,0.57
Apple Pie Bed,46,208813,0.078,0.771,0.687,0,3,0.452,-5.7,1,0.0475,126.823,4,0.781
Head On [Hold On To Your Heart],6,265160,0.316,0.711,0.775,0,1,0.102,-4.04,1,0.0295,125.044,4,0.746
Fire,55,197749,0.00697,0.735,0.798,0.00968,9,0.194,-3.829,0,0.0578,115.98,4,0.501
Far Away Truths,59,218000,0.000829,0.419,0.866,0.0003,9,0.104,-3.944,1,0.0463,162.061,4,0.764
Sister Of Pearl,54,253439,0.0818,0.731,0.675,0.168,5,0.201,-7.288,1,0.0412,125.044,4,0.947
Wishing Girl,22,192613,0.11,0.663,0.718,4.52E-05,7,0.28,-6.491,1,0.0315,116.009,4,0.618
Fade To Black,33,242622,0.000633,0.467,0.856,0.473,2,0.103,-3.926,1,0.0429,92.566,4,0.444
La Verdad,45,243729,0.00227,0.571,0.696,0.0913,4,0.0914,-7.047,0,0.0318,99.979,4,0.643
Magic Tide,46,204000,0.0908,0.498,0.8,0.00893,4,0.547,-7.401,1,0.0662,171.943,4,0.645
Tell Me,49,231146,0.221,0.731,0.575,0.000217,7,0.108,-5.935,1,0.0388,100.073,4,0.937
More Of The Same,50,248791,0.0824,0.731,0.764,3.95E-06,7,0.0725,-4.5,1,0.028,98.01,4,0.638
Bite,48,219033,2.19E-05,0.562,0.73,0.333,5,0.135,-9.322,0,0.0343,114.966,4,0.35
Leave It In My Dreams,59,239441,0.0226,0.6,0.746,0.0119,4,0.109,-4.696,0,0.0355,118.551,4,0.614
Uh Huh,41,201703,0.01,0.614,0.855,0.00947,4,0.301,-5.859,0,0.0557,100.025,4,0.556
Matchstick,45,263711,0.014,0.439,0.912,0.0897,5,0.115,-5.359,1,0.0951,157.662,4,0.243
Now & Then,55,205893,0.149,0.543,0.549,0.082,0,0.114,-6.497,1,0.0306,80.079,4,0.404
Set to Attack,58,208213,0.0453,0.765,0.806,0.0129,0,0.0914,-4.464,0,0.0276,116.017,4,0.964
This Disorder,10,186640,0.0274,0.887,0.383,0.0195,1,0.0867,-7.547,0,0.0689,113.96,4,0.706
Old Town,43,233410,2.00E-05,0.39,0.98,0.803,1,0.103,-5.017,1,0.0633,162.954,4,0.251
Nervous,52,173152,0.0175,0.573,0.715,0.0296,4,0.135,-7.016,0,0.0497,96.439,4,0.0881
Goodie Bag,71,146390,0.82,0.701,0.529,0.00113,7,0.249,-12.242,0,0.147,138.216,4,0.577
Silver Lining,64,198600,0.00114,0.541,0.616,1.09E-06,0,0.151,-6.53,1,0.028,144.218,4,0.203
Argonauts,49,187053,0.000101,0.564,0.778,0.00682,9,0.0661,-6.763,1,0.0369,120.012,4,0.616
Darling,66,260386,0.00878,0.596,0.894,0.00659,0,0.104,-5.407,1,0.0265,132.994,5,0.572
Somewhere In Between,47,219322,0.589,0.777,0.805,0.00253,0,0.104,-5.889,1,0.0309,118.062,4,0.889
Four Years,42,227533,0.000387,0.448,0.714,0.000553,0,0.09,-3.649,1,0.0348,125.016,4,0.308
Marinade,64,237961,0.242,0.677,0.74,0.0146,2,0.105,-6.528,1,0.0243,110.193,4,0.679
Losing Yourself,41,188906,0.327,0.855,0.764,0,10,0.144,-3.905,1,0.0394,127.99,4,0.933
The Fire,31,207746,0.0292,0.837,0.578,0.0043,6,0.103,-6.628,1,0.0337,99.056,4,0.532
Prima Donna,43,154400,0.322,0.699,0.5,0,1,0.102,-9.944,0,0.0533,91.994,4,0.773
Omaha,57,196790,0.0645,0.618,0.498,0.0301,3,0.291,-8.29,1,0.0259,80.055,4,0.818
Backbeat,8,227094,0.0219,0.707,0.879,0.373,7,0.0585,-5.876,0,0.0615,139.932,4,0.67
Suddenly,48,215026,0.0775,0.753,0.488,0.0813,7,0.145,-5.796,1,0.0389,130.022,4,0.962
The Gold - Nick Waterhouse Remix,16,249773,0.323,0.685,0.541,0.0158,9,0.151,-9.882,1,0.0457,120.04,4,0.487
Outlandish Poetica,42,280353,0.00329,0.409,0.723,1.47E-05,1,0.114,-6.353,0,0.104,199.874,4,0.432
Wheat,4,226026,0.00118,0.494,0.832,0.00437,4,0.18,-4.298,1,0.0373,179.974,4,0.767
A Room of Her Own,41,228613,0.00239,0.728,0.735,0.00028,0,0.0982,-6.247,1,0.0325,123.967,4,0.558
Why Do You Feel So Down,66,220706,0.0583,0.545,0.907,0,7,0.102,-5.852,1,0.0416,114.523,4,0.44
Night Time - Edit,45,192006,0.019,0.623,0.923,9.65E-05,0,0.17,-4.192,1,0.053,125.024,4,0.744
Lost,41,238626,0.00899,0.584,0.81,0.00104,0,0.0789,-6.308,1,0.0308,87.094,4,0.865
Saltwater,53,247280,0.000614,0.551,0.825,0.307,2,0.115,-5.813,1,0.0306,107.031,4,0.686
Atomic Man,56,227253,0.0507,0.63,0.736,0.00244,10,0.109,-7.302,0,0.0384,137.948,4,0.919
All That Love Is,21,210782,0.000294,0.605,0.956,0.0244,4,0.392,-5.443,0,0.036,114.996,4,0.862
Soul of the Night,39,158674,0.00981,0.586,0.726,2.36E-05,0,0.131,-7.058,1,0.0279,89.959,4,0.346
Panic Like Tom,10,225075,3.48E-05,0.576,0.725,0.0004,2,0.345,-7.87,1,0.0263,127.98,4,0.478
Come Home,60,290767,0.32,0.714,0.57,0.48,8,0.273,-6.287,0,0.0233,95.015,4,0.379
Shock Proof,40,188500,0.286,0.652,0.592,0.316,0,0.272,-8.63,1,0.0278,90.049,4,0.87
Good Luck,55,276746,0.0041,0.754,0.763,0.163,6,0.0938,-6.685,1,0.0298,109.996,4,0.799
Night Time,53,254041,0.042,0.584,0.905,0.000655,0,0.0936,-5.286,1,0.0842,125.014,4,0.529
Saturdays (feat. HAIM),12,205442,0.0661,0.471,0.697,3.64E-05,9,0.0962,-4.753,1,0.105,169.99,4,0.797
Origins,4,208139,0.0463,0.578,0.825,0.0201,5,0.162,-4.659,0,0.0284,113.907,4,0.951
blackboard.edu,46,219320,0.0233,0.583,0.707,0,11,0.528,-4.169,0,0.0418,128.984,4,0.683
Poor Boy (Radio Edit),49,205092,0.0381,0.695,0.549,0,1,0.104,-5.134,1,0.0305,99.634,4,0.566
Feeling Ok,50,196160,0.000149,0.437,0.926,0.00843,9,0.202,-3.352,1,0.0583,118.962,4,0.221
Free Animal,68,180400,0.0856,0.579,0.584,0,5,0.0958,-7.151,0,0.0438,80.001,4,0.393
Don't Move Back To LA,38,278520,0.208,0.581,0.72,0.022,9,0.125,-7.547,1,0.0472,146.031,4,0.494
As U Wave,46,219706,0.669,0.452,0.763,0.678,9,0.192,-5.769,1,0.0305,150.017,3,0.451
I Love You So,71,160253,0.65,0.578,0.669,0,10,0.13,-4.898,1,0.0377,75.995,4,0.503
Short Court Style,29,223626,0.0239,0.772,0.83,0.0394,5,0.197,-4.209,0,0.0543,93.049,4,0.893
Make Your Mind Up,6,213066,0.0046,0.746,0.839,9.31E-05,9,0.0897,-4.156,0,0.0298,121.923,4,0.757
Respect - Remastered,72,142186,0.0723,0.744,0.612,0.000532,0,0.0692,-6.386,1,0.0333,114.991,4,0.961
Beyond,74,240600,0.229,0.58,0.687,0,6,0.109,-5.4,1,0.106,76.014,4,0.187
Build Me Up Buttercup,65,178533,0.361,0.657,0.423,0,0,0.31,-10.465,1,0.0308,133.612,4,0.842
(Your Love Keeps Lifting Me) Higher & Higher,73,181066,0.176,0.631,0.69,0,2,0.121,-6.676,1,0.0531,94.574,4,0.938
I Want You Back,70,179226,0.487,0.659,0.577,0.00338,8,0.168,-8.114,1,0.0337,98.148,4,0.946
Son Of A Preacher Man,63,149160,0.394,0.401,0.498,0,4,0.13,-10.682,1,0.0757,181.701,4,0.816
You Can't Hurry Love,28,165080,0.762,0.617,0.81,0,10,0.134,-6.513,1,0.0798,97.389,4,0.65
"Signed, Sealed, Delivered (I'm Yours)",65,158040,0.00495,0.646,0.784,0,5,0.061,-6.137,1,0.0334,108.84,4,0.819
Ain't No Mountain High Enough - Stereo Version,30,146160,0.437,0.677,0.693,0,11,0.405,-7.561,0,0.0343,130.013,4,0.755
You Sexy Thing,73,244920,0.522,0.791,0.734,0.00165,5,0.167,-5.464,1,0.0629,105.854,4,0.962
Baby Love,16,157373,0.35,0.579,0.637,0,0,0.0905,-6.201,1,0.0289,135.28,4,0.719
Rockin' Robin,63,160080,0.298,0.541,0.608,0,7,0.234,-13.083,1,0.106,171.992,4,0.938
Papa's Got A Brand New Bag,57,125706,0.493,0.746,0.702,0.0398,4,0.0964,-8.099,1,0.0766,129.434,4,0.889
Superstition,67,244826,0.0182,0.648,0.751,0.000401,8,0.0418,-8.582,1,0.0806,100.437,4,0.863
Rescue Me,18,172640,0.666,0.677,0.546,1.47E-05,7,0.113,-9.7,1,0.0321,122.732,4,0.956
(What A) Wonderful World,71,125440,0.627,0.691,0.507,0,11,0.457,-10.23,1,0.0343,128.518,4,0.885
ABC,66,177426,0.451,0.71,0.815,0.000469,8,0.0975,-7.765,1,0.0438,93.603,4,0.955
Easy,51,258706,0.204,0.577,0.481,0.00229,10,0.317,-10.581,0,0.03,132.159,4,0.311
Everyday People,67,139506,0.245,0.813,0.619,0.0151,7,0.113,-8.203,1,0.0294,114.58,4,0.774
Something's Got A Hold On Me - Single Version,50,170200,0.771,0.474,0.558,0,1,0.839,-6.3,1,0.132,151.221,4,0.619
"I Can't Help Myself (Sugar Pie, Honey Bunch)",57,166466,0.197,0.692,0.633,0,0,0.0929,-7.733,1,0.0291,126.812,4,0.965
Heatwave,48,165973,0.397,0.456,0.645,0.00563,5,0.553,-9.851,0,0.0377,165.853,4,0.886
My Girl - Remastered Mono,65,175853,0.551,0.74,0.322,0.000763,0,0.17,-9.26,1,0.0399,102.889,4,0.629
